rank,word,frequency
1640,kicked,16
1641,support,16
1642,follow,16
1643,handing,16
1644,michael,16
1645,swallowed,16
1646,strong,16
1647,sinking,16
1648,screwed,16
1649,thestral,16
1650,relieved,16
1651,forbidden,16
1652,lead,16
1653,hopefully,16
1654,satisfaction,16
1655,grin,16
1656,elves,16
1657,shacklebolt,16
1658,presence,16
1659,clothes,16
1660,bits,16
1661,fifty,16
1662,guilty,16
1663,fury,16
1664,humans,16
1665,grunted,16
1666,paused,16
1667,larger,16
1668,muffled,15
1669,bitterly,15
1670,urgently,15
1671,roll,15
1672,crash,15
1673,beating,15
1674,davies,15
1675,carry,15
1676,swinging,15
1677,carpet,15
1678,car,15
1679,fawkes,15
1680,training,15
1681,mass,15
1682,draw,15
1683,count,15
1684,miserable,15
1685,pay,15
1686,gang,15
1687,whistle,15
1688,lady,15
1689,toad,15
1690,easily,15
1691,promise,15
1692,helped,15
1693,unfortunately,15
1694,wrenched,15
1695,till,15
1696,checking,15
1697,dormitories,15
1698,stubby,15
1699,dust,15
1700,dreadful,15
1701,weight,15
1702,comes,15
1703,screaming,15
1704,approached,15
1705,changing,15
1706,chang,15
1707,wave,15
1708,final,15
1709,johnson,15
1710,kindly,15
1711,alley,15
1712,filthy,15
1713,believed,15
1714,considered,15
1715,named,15
1716,waited,15
1717,pitched,15
1718,history,15
1719,injuries,15
1720,stretching,15
1721,narrow,15
1722,london,15
1723,desks,15
1724,indignantly,15
1725,sticking,15
1726,tapestry,15
1727,instructions,15
1728,packed,15
1729,impressed,14
1730,foul,14
1731,fun,14
1732,love,14
1733,glittering,14
1734,member,14
1735,station,14
1736,visible,14
1737,lip,14
1738,firebolt,14
1739,sorting,14
1740,color,14
1741,happiness,14
1742,steadily,14
1743,advice,14
1744,losing,14
1745,cry,14
1746,beds,14
1747,breaking,14
1748,hang,14
1749,handle,14
1750,jumping,14
1751,feast,14
1752,female,14
1753,dolohov,14
1754,stands,14
1755,frame,14
1756,higher,14
1757,vanishing,14
1758,shrugging,14
1759,dreamed,14
1760,interview,14
1761,mark,14
1762,squad,14
1763,backed,14
1764,lined,14
1765,covering,14
1766,learning,14
1767,beak,14
1768,leaping,14
1769,headmistress,14
1770,spotted,14
1771,law,14
1772,flight,14
1773,struggled,14
1774,shrugged,14
1775,albus,14
1776,drop,14
1777,awoke,14
1778,aurors,14
1779,ended,14
1780,positively,14
1781,pushing,14
1782,pajamas,14
1783,panic,14
1784,eager,14
1785,practicing,14
1786,recently,14
1787,examining,14
1788,eyeing,14
1789,easier,14
1790,sudden,14
1791,appearance,14
1792,pictures,14
1793,evidence,14
1794,towering,14
1795,plenty,14
1796,seize,14
1797,authority,14
1798,pigwidgeon,14
1799,sensation,14
1800,wrapped,14
1801,sweetly,14
1802,mine,14
1803,sadly,14
1804,orders,14
1805,army,14
1806,cat,14
1807,opportunity,14
1808,broomstick,14
1809,explanation,14
1810,center,14
1811,sake,14
1812,spread,13
1813,jeans,13
1814,overheard,13
1815,appear,13
1816,jinxes,13
1817,catching,13
1818,lockhart,13
